,NUTS_ID,crop_type,Water Stress Index,Pearson Correlation
432,DEB,R1000,380,-0.17907069753166432
433,DEB,R1000,390,-0.13655487172797826
434,DEB,R2000,260,
435,DEB,R2000,270,
436,DEB,R2000,280,
437,DEB,R2000,290,
438,DEB,R2000,300,
439,DEB,R2000,310,0.1618597321287276
440,DEB,R2000,320,-0.1050106481491769
441,DEB,R2000,330,-0.17060437398026096
442,DEB,R2000,340,-0.21410358718716946
443,DEB,R2000,350,-0.2927488868438251
444,DEB,R2000,360,-0.30615211631062067
445,DEB,R2000,370,-0.31536181758855836
446,DEB,R2000,380,-0.22561088514699978
447,DEB,R2000,390,-0.15439657653136893
448,DED,C0000,260,
449,DED,C0000,270,
450,DED,C0000,280,
451,DED,C0000,290,
452,DED,C0000,300,
453,DED,C0000,310,
454,DED,C0000,320,
455,DED,C0000,330,-0.32296200612795134
456,DED,C0000,340,-0.3551696171358267
457,DED,C0000,350,-0.3127290506860499
458,DED,C0000,360,-0.37165927309018526
459,DED,C0000,370,-0.36906097446102426
460,DED,C0000,380,-0.2712914088716599
461,DED,C0000,390,-0.03604827171046668
462,DED,C1100,260,
463,DED,C1100,270,
464,DED,C1100,280,
465,DED,C1100,290,
466,DED,C1100,300,
467,DED,C1100,310,
468,DED,C1100,320,
469,DED,C1100,330,-0.4450034960121002
470,DED,C1100,340,-0.30118732188382735
471,DED,C1100,350,-0.49426655228454996
472,DED,C1100,360,-0.5756859662859274
473,DED,C1100,370,-0.5979915317050731
474,DED,C1100,380,-0.5109785930230576
475,DED,C1100,390,-0.6707542540948358
476,DED,R1000,260,
477,DED,R1000,270,
478,DED,R1000,280,
479,DED,R1000,290,
480,DED,R1000,300,
481,DED,R1000,310,
482,DED,R1000,320,
483,DED,R1000,330,-0.39814455264939563
484,DED,R1000,340,-0.4700558048882586
485,DED,R1000,350,-0.37533504691116876
486,DED,R1000,360,-0.37890074389808165
487,DED,R1000,370,-0.3580400911615905
488,DED,R1000,380,-0.2405686160086209
489,DED,R1000,390,-0.06805851302280044
490,DED,R2000,260,
491,DED,R2000,270,
492,DED,R2000,280,
493,DED,R2000,290,
494,DED,R2000,300,
495,DED,R2000,310,
496,DED,R2000,320,
497,DED,R2000,330,-0.07158082065256006
498,DED,R2000,340,-0.13593608317650768
499,DED,R2000,350,-0.06613138672980719
500,DED,R2000,360,-0.025486100722815316
501,DED,R2000,370,0.04612410206145123
502,DED,R2000,380,0.03350312848596017
503,DED,R2000,390,0.04827708400696579
504,DEE,C0000,260,
505,DEE,C0000,270,
506,DEE,C0000,280,
507,DEE,C0000,290,
508,DEE,C0000,300,-0.6164241620890005
509,DEE,C0000,310,-0.634352947106768
510,DEE,C0000,320,-0.5153545572196948
511,DEE,C0000,330,-0.49851380343511875
512,DEE,C0000,340,-0.499452717014658
513,DEE,C0000,350,-0.5389856590912522
514,DEE,C0000,360,-0.5651569359657083
515,DEE,C0000,370,-0.4621995577884476
516,DEE,C0000,380,-0.2785045939434307
517,DEE,C0000,390,-0.16711995295387316
518,DEE,C1100,260,
519,DEE,C1100,270,
520,DEE,C1100,280,
521,DEE,C1100,290,
522,DEE,C1100,300,-0.37739863382686706
523,DEE,C1100,310,-0.4046870370579159
524,DEE,C1100,320,-0.3577466192795809
525,DEE,C1100,330,-0.5073227615348194
526,DEE,C1100,340,-0.5576382398570823
527,DEE,C1100,350,-0.621242948767828
528,DEE,C1100,360,-0.6445571581986053
529,DEE,C1100,370,-0.514432657484583
530,DEE,C1100,380,-0.6280724320840028
531,DEE,C1100,390,-0.6841808475636061
532,DEE,R1000,260,
533,DEE,R1000,270,
534,DEE,R1000,280,
535,DEE,R1000,290,
536,DEE,R1000,300,-0.37673186343938175
537,DEE,R1000,310,-0.3051692832084174
538,DEE,R1000,320,-0.45142006188348077
539,DEE,R1000,330,-0.4084242911785401
540,DEE,R1000,340,-0.3549670205914771
541,DEE,R1000,350,-0.33514208571806176
542,DEE,R1000,360,-0.38528660589272
543,DEE,R1000,370,-0.34439978865784887
544,DEE,R1000,380,-0.1870299222717114
545,DEE,R1000,390,-0.08693635761393967
546,DEE,R2000,260,
547,DEE,R2000,270,
548,DEE,R2000,280,
549,DEE,R2000,290,
550,DEE,R2000,300,-0.18450083961316743
551,DEE,R2000,310,-0.13656840655775232
552,DEE,R2000,320,-0.3043746141582583
553,DEE,R2000,330,-0.2639839457256258
554,DEE,R2000,340,-0.16922693227014152
555,DEE,R2000,350,-0.13713910769381776
556,DEE,R2000,360,-0.17825431392881896
557,DEE,R2000,370,-0.11235663809973492
558,DEE,R2000,380,0.04718583362711716
559,DEE,R2000,390,0.12434237702073134
560,DEF,C0000,260,
561,DEF,C0000,270,
562,DEF,C0000,280,
563,DEF,C0000,290,
564,DEF,C0000,300,
565,DEF,C0000,310,-0.5620756825133463
566,DEF,C0000,320,-0.5812983497478741
567,DEF,C0000,330,-0.5977985592683283
568,DEF,C0000,340,-0.6044893298111534
569,DEF,C0000,350,-0.3985339984962567
570,DEF,C0000,360,-0.35843732443858783
571,DEF,C0000,370,-0.2422065331012311
572,DEF,C0000,380,-0.16786571334108907
573,DEF,C0000,390,-0.09898158198435358
574,DEF,C1100,260,
575,DEF,C1100,270,
576,DEF,C1100,280,
577,DEF,C1100,290,
578,DEF,C1100,300,
579,DEF,C1100,310,-0.5943370941206703
580,DEF,C1100,320,-0.46069159671342674
581,DEF,C1100,330,-0.3652746947909382
582,DEF,C1100,340,-0.48198503864982667
583,DEF,C1100,350,-0.5179701743295998
584,DEF,C1100,360,-0.5807497201202845
585,DEF,C1100,370,-0.5070535250382869
586,DEF,C1100,380,-0.6014551514287956
587,DEF,C1100,390,-0.6828227411575812
588,DEF,R1000,260,
589,DEF,R1000,270,
590,DEF,R1000,280,
591,DEF,R1000,290,
592,DEF,R1000,300,
593,DEF,R1000,310,-0.3084677694936996
594,DEF,R1000,320,-0.31213450426274625
595,DEF,R1000,330,-0.29431972096265346
596,DEF,R1000,340,-0.22725959855936473
597,DEF,R1000,350,-0.12811298131878515
598,DEF,R1000,360,-0.04173414405154996
599,DEF,R1000,370,0.06094186678129418
600,DEF,R1000,380,0.054543354607453305
601,DEF,R1000,390,-0.034914053290895086
602,DEF,R2000,260,
603,DEF,R2000,270,
604,DEF,R2000,280,
605,DEF,R2000,290,
606,DEF,R2000,300,
607,DEF,R2000,310,0.34132348368038246
608,DEF,R2000,320,0.36009667989140287
609,DEF,R2000,330,0.23284239687626215
610,DEF,R2000,340,0.32727841062294993
611,DEF,R2000,350,0.377664754201574
612,DEF,R2000,360,0.45862078226216735
613,DEF,R2000,370,0.44461438896070604
614,DEF,R2000,380,0.3629085423391338
615,DEF,R2000,390,0.19030289060859173
616,DEG,C0000,260,
617,DEG,C0000,270,
618,DEG,C0000,280,
619,DEG,C0000,290,
620,DEG,C0000,300,
621,DEG,C0000,310,
622,DEG,C0000,320,-0.34261148465149976
623,DEG,C0000,330,-0.453119355122348
624,DEG,C0000,340,-0.41491561339430405
625,DEG,C0000,350,-0.4126577180551885
626,DEG,C0000,360,-0.461491653004239
627,DEG,C0000,370,-0.4453342082163868
628,DEG,C0000,380,-0.3647797427447198
629,DEG,C0000,390,-0.18125878291333358
630,DEG,C1100,260,
631,DEG,C1100,270,
632,DEG,C1100,280,
633,DEG,C1100,290,
634,DEG,C1100,300,
635,DEG,C1100,310,
636,DEG,C1100,320,-0.2987361965091186
637,DEG,C1100,330,-0.347747656469713
638,DEG,C1100,340,-0.3392637694214052
639,DEG,C1100,350,-0.5214111270830408
640,DEG,C1100,360,-0.576963333686212
641,DEG,C1100,370,-0.48300524545489143
642,DEG,C1100,380,-0.5825820013993508
643,DEG,C1100,390,-0.6873553902068356
644,DEG,R1000,260,
645,DEG,R1000,270,
646,DEG,R1000,280,
647,DEG,R1000,290,
648,DEG,R1000,300,
649,DEG,R1000,310,
650,DEG,R1000,320,-0.17130342336987678
651,DEG,R1000,330,-0.35663791905697223
652,DEG,R1000,340,-0.3726523460367682
653,DEG,R1000,350,-0.32475866457036145
654,DEG,R1000,360,-0.3033040878818569
655,DEG,R1000,370,-0.2529106383862076
656,DEG,R1000,380,-0.18298912717874416
657,DEG,R1000,390,-0.07408272768664227
658,DEG,R2000,260,
659,DEG,R2000,270,
660,DEG,R2000,280,
661,DEG,R2000,290,
662,DEG,R2000,300,
663,DEG,R2000,310,
664,DEG,R2000,320,0.34992095169690873
665,DEG,R2000,330,0.13461074533549983
666,DEG,R2000,340,0.021472041820938925
667,DEG,R2000,350,0.11537448819181811
668,DEG,R2000,360,0.215134243934393
669,DEG,R2000,370,0.2886899367743564
670,DEG,R2000,380,0.24721917021386808
671,DEG,R2000,390,0.14139086720151015
