NUTS_ID,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
DE60,1106.0,1106.4,1106.4,1106.3,1092.6,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,48.0
DE7,12660.8,12749.2,12040.7,11705.4,13436.0,10442.1,12672.1,12429.0,13470.8,13686.3,17710.29,17877.7,17293.13,18459.63,19558.45,13937.5,14000.13,14936.98,12771.34,14682.53,13684.28,14164.87,13410.83,1004.0,48.0
DE71,1069.0,1069.0,1069.0,4687.2,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,48.0
DE72,1069.0,1069.0,1069.0,3531.6,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,48.0
DE73,1069.0,1069.0,1069.0,5624.2,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,48.0
DE8,23259.2,24954.6,22680.899999999998,21593.5,25541.1,20701.5,23482.1,23234.8,25570.1,26657.199999999997,33776.75,34250.6,37191.63,37949.01,41797.18,30933.62,27372.129999999997,29534.04,23843.67,29326.32,30506.82,30153.47,28714.600000000002,1004.0,48.0
DE80,23259.2,24954.6,22680.899999999998,21593.5,20813.7,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,48.0
DE9,52693.8,54229.1,49704.6,48816.9,55870.799999999996,41599.4,51529.3,55217.8,61679.3,61815.799999999996,79246.34,88636.9,90639.34,84545.44,96416.31,72435.23,69716.65,71566.44,58751.52,64468.31,69043.66,70604.51000000001,64254.25,1004.0,48.0
DE91,1069.0,1069.0,1069.0,10508.4,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,48.0
DE92,1069.0,1069.0,1069.0,11793.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,48.0
DE93,1069.0,1069.0,1069.0,13975.900000000001,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,48.0
DE94,1069.0,1069.0,1069.0,15746.300000000001,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,48.0
DEA,32154.5,33021.4,31386.8,30898.899999999998,33471.799999999996,27827.5,30524.6,31157.6,35300.7,35202.8,44143.85,47998.7,48022.83,48417.729999999996,51492.85,37183.85,34651.76,37738.46,32448.02,35635.3,35935.89,37933.770000000004,35247.76,1004.0,48.0
DEA1,1069.0,1069.0,1069.0,6276.7,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,48.0
DEA2,1069.0,1069.0,1069.0,7427.7,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,48.0
DEA3,1069.0,1069.0,1069.0,9764.9,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,48.0
DEA4,1069.0,1069.0,1069.0,7131.9,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,48.0
DEA5,1069.0,1069.0,1069.0,4573.5,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,48.0
DEB,10622.699999999999,9709.9,10172.1,9182.7,10871.8,10135.4,10216.5,10097.8,11166.9,11354.9,14979.59,14262.800000000001,15213.14,15668.36,16420.21,11455.78,11326.08,12087.37,11369.66,11783.3,10930.86,11964.14,10935.07,1004.0,48.0
DEB1,1069.0,1069.0,1069.0,3998.6,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,48.0
DEB2,1069.0,1069.0,1069.0,2561.3,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,48.0
DEB3,1069.0,1069.0,1069.0,4761.2,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,48.0
DEC,1852.8,1784.0,1843.3,1733.1,1879.4,2437.1,1772.2,1773.9,1867.2,1908.1,2084.05,2008.2,2157.71,2177.93,2199.06,1873.77,1824.9,1874.56,1748.51,1755.78,1662.44,1644.24,1624.41,1004.0,48.0
DEC0,1852.8,1784.0,1843.3,1733.1,1879.4,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,48.0
DED,15695.4,16777.5,15299.0,13140.4,16880.1,13329.7,15002.4,16555.7,17345.3,17719.6,22286.05,22517.1,24074.68,22436.9,27757.81,19303.99,19988.47,19531.44,15924.26,18067.079999999998,18413.61,19815.510000000002,17466.03,1004.0,48.0
DED2,1069.0,1069.0,1069.0,5511.5,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,48.0
DED4,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,48.0
DED5,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,48.0
DEE,22533.8,23820.2,21533.899999999998,19862.9,24967.5,20725.9,21647.1,23226.5,25849.0,26017.8,35224.52,35320.0,37947.98,36098.28,42498.25,27146.21,27500.93,29423.99,21730.19,24003.29,26290.25,28914.469999999998,23894.05,1004.0,48.0
DEE0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,48.0
DEF,16993.2,17763.9,16135.9,16876.3,17754.7,14653.4,17169.5,17285.399999999998,19587.1,20183.2,24015.559999999998,24227.899999999998,27688.32,24904.1,28901.85,23457.96,20955.41,22488.07,19145.34,23996.399999999998,23631.69,23296.9,22596.2,1004.0,48.0
DEF0,16993.2,17763.9,16135.9,16876.3,17754.7,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,48.0
DEG,14698.300000000001,15304.9,13647.8,13065.800000000001,15531.6,13200.3,14092.4,14569.7,15112.1,15934.2,18891.47,19307.5,20747.59,20489.56,23485.79,16123.539999999999,17621.4,17618.07,14428.6,16092.86,16352.85,17413.26,15281.61,1004.0,48.0
DEG0,14698.300000000001,15304.9,13647.8,13065.800000000001,15531.6,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,48.0
DEZ,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,48.0
DEZZ,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,48.0
DK,95464.87,94980.42,91986.51,93440.62,91162.3,92699.57,90025.93,89838.44,95522.05,102783.26999999999,111122.87,116451.73,117025.46,72962.48,93299.81,133802.05,136061.25,141333.03,110518.11,146643.46,133068.61000000002,127728.39,139154.93,80001.48,1176.0
DK0,48692.45,49123.35,48412.61,49366.63,49641.64,50589.32,48740.409999999996,48032.55,51610.35,54668.57,101119.15,106657.23,106577.47,86704.91,107590.5,72468.56999999999,63944.71000000001,65700.4,26454.07,68353.82,31754.34,30248.129999999997,31794.13,1004.0,303.0
DK01,962.0,962.0,962.0,962.0,962.0,962.0,2520.29,2399.61,2518.79,2622.87,1950.05,1905.37,2024.77,1791.69,4247.69,3220.96,2836.09,3040.06,1834.36,3060.05,2109.93,1949.07,2059.07,1004.0,303.0
DK02,962.0,962.0,962.0,962.0,962.0,962.0,10967.26,10796.3,12086.33,12197.24,9003.28,9375.91,9910.18,9348.69,18975.54,11862.12,10452.17,11245.82,7724.85,11515.56,9444.67,9091.83,9191.1,1004.0,303.0
DK03,962.0,962.0,962.0,962.0,962.0,962.0,14870.84,14424.289999999999,15110.92,16399.55,8622.470000000001,8492.32,8995.5,9277.52,34112.61,24674.38,22627.84,22036.9,7688.62,23603.829999999998,8964.32,8526.13,9164.460000000001,1004.0,303.0
DK04,962.0,962.0,962.0,962.0,962.0,962.0,13322.66,13419.88,14199.449999999999,15403.77,8704.63,9172.33,9284.46,9576.5,33354.75,22241.98,18833.42,19704.27,8044.25,20350.16,9395.66,8992.25,9550.41,1004.0,303.0
DK05,962.0,962.0,962.0,962.0,962.0,962.0,8598.36,8484.369999999999,9195.05,9168.789999999999,5379.93,5734.639999999999,5604.6,5822.96,20379.44,14485.570000000002,13211.33,13689.27,5178.0,13839.85,5856.26,5705.11,5845.2,1004.0,303.0
DKZ,962.0,962.0,962.0,962.0,962.0,962.0,962.0,962.0,962.0,976.0,916.0,902.0,893.0,605.0,805.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,303.0
DKZZ,962.0,962.0,962.0,962.0,962.0,962.0,962.0,962.0,962.0,976.0,916.0,902.0,893.0,605.0,805.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,303.0
EE,15368.6,12373.55,13838.130000000001,15498.78,13178.68,15756.39,13191.22,16873.86,16904.56,16036.48,16154.5,14300.09,11043.8,11214.97,12030.34,14002.33,11452.12,12946.800000000001,10916.68,14910.72,14990.539999999999,13336.33,15157.94,10719.54,531.0
EE0,13279.0,10725.0,12352.4,12974.9,10389.03,11000.74,9352.539999999999,11553.86,11447.41,10653.67,12744.67,12399.31,13235.4,8964.75,9873.26,9053.94,1004.0,614.0,614.0,614.0,614.0,9195.83,10541.57,7021.25,531.0
EE00,13279.0,10725.0,12352.4,12974.9,10389.03,11000.74,9352.539999999999,11553.86,11447.41,10653.67,12744.67,12399.31,13235.4,8964.75,9873.26,9053.94,0.0,0.0,0.0,0.0,0.0,9195.83,10541.57,7021.25,531.0
EEZ,535.0,549.0,744.0,1004.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,874.0,679.0,874.0,670.0,670.0,1004.0,614.0,614.0,614.0,614.0,614.0,1004.0,1004.0,531.0
EEZZ,535.0,549.0,744.0,1004.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,1069.0,874.0,679.0,874.0,670.0,670.0,1004.0,614.0,614.0,614.0,614.0,614.0,1004.0,1004.0,531.0
EFTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EL,57722.99,57475.729999999996,56109.99,53621.45,55894.23,56761.340000000004,50974.14,49883.05,55631.7,59339.88,56119.2,55348.55,53872.22,55054.64,59342.54,55011.6,59462.58,56799.4,54916.14,52542.62,53282.98,52021.19,53140.11,27501.82,505.58000000000004
EL1,7679.93,7379.65,7110.37,6984.91,6885.55,6904.13,6362.92,24019.08,27793.84,27531.350000000002,27213.55,27484.53,27140.44,27119.05,26640.54,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,125.0
EL11,2438.01,2323.41,2279.4,2260.18,2228.15,2237.2,2131.76,6502.55,7548.2300000000005,7981.99,6734.5599999999995,7357.9,7109.29,6340.46,6681.36,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,125.0
EL12,3622.82,3418.25,3327.17,3242.0,3201.64,3204.54,2953.09,9559.39,10966.619999999999,11862.06,11265.83,10938.37,10793.1,11301.76,10472.63,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,125.0
EL13,1692.54,1969.5,1903.1200000000001,1899.03,1865.71,1895.69,1867.3,4122.45,4735.17,4407.05,4710.179999999999,4361.95,4026.11,4217.45,4261.1,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,125.0
EL14,2938.56,2680.49,2612.7,2595.7,2602.0699999999997,2578.7,2422.79,6843.71,7655.889999999999,8321.52,7520.95,7837.77,8224.06,8771.68,8923.93,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,125.0
EL2,4245.08,4496.08,4354.26,4391.37,4406.8099999999995,4410.29,4320.18,9090.42,9983.31,9706.0,8141.11,10322.82,9719.539999999999,10010.09,9573.27,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,125.0
EL21,1417.4,1573.35,1565.1299999999999,1582.1399999999999,1592.47,1617.62,1608.34,2310.54,2477.9700000000003,2247.28,2056.96,2419.57,2317.7799999999997,2333.56,2422.63,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,125.0
EL22,1177.69,1176.09,1163.54,1178.06,1173.84,1175.57,1179.43,1266.36,1267.89,1266.25,1263.32,1288.22,1275.69,1256.52,1220.89,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,125.0
EL23,1725.74,1731.3700000000001,1671.32,1657.21,1658.34,1650.1,1617.77,3459.75,3812.52,3756.2599999999998,2861.4,3820.11,3794.4900000000002,3770.93,3617.16,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,125.0
EL24,1960.41,1956.19,1929.6100000000001,1905.18,1910.49,1896.79,1842.33,3445.08,3707.95,3801.8599999999997,3468.07,4101.31,3750.16,3965.4900000000002,3863.23,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,125.0
EL25,1979.86,2096.13,2040.66,2084.8,2087.7,2086.22,2088.29,2737.0499999999997,2754.77,2650.23,2505.19,2708.16,2597.27,2699.71,2465.85,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,125.0
EL3,1279.36,1301.76,1294.7,1295.23,1307.25,1299.23,1287.52,1305.68,1331.33,1340.68,1264.76,1253.58,1313.21,1287.52,1301.7,1322.89,1387.96,1356.13,1343.41,1229.59,1226.7,1202.38,1200.73,1004.0,125.0
EL30,1279.36,1301.76,1294.7,1295.23,1307.25,1299.23,1287.52,1305.68,1331.33,1340.68,1264.76,1253.58,1313.21,1287.52,1301.7,1322.89,1387.96,1356.13,1343.41,1229.59,1226.7,1202.38,1200.73,1004.0,125.0
EL4,2780.29,2947.31,3083.44,3149.5,3117.02,3101.77,3111.33,3273.36,3277.62,3259.91,3517.06,4169.36,3983.6,4157.43,4519.86,3711.3399999999997,3764.2,3739.0,3936.5,3907.56,3944.7999999999997,3672.85,4591.95,1004.0,125.0
EL41,1353.65,1401.73,1432.3799999999999,1429.18,1423.61,1418.53,1436.95,1446.95,1430.8600000000001,1428.41,1502.79,1630.28,1630.52,1678.79,1786.47,1549.03,1586.96,1607.57,1548.54,1541.02,1592.74,1494.32,1509.45,1004.0,125.0
EL41_42,1293.2,1276.18,1270.59,1294.73,1287.57,1289.9,1299.52,1521.68,1510.06,1583.95,1716.32,1601.14,1625.95,1678.42,1628.6,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,125.0
EL42,1313.46,1375.43,1374.0,1343.35,1341.2,1348.28,1342.3,1375.82,1392.11,1396.45,1534.42,1714.93,1579.33,1599.01,1680.55,1444.67,1457.55,1309.3799999999999,1487.93,1514.2,1540.46,1386.19,1417.1,1004.0,125.0
EL43,2121.19,2178.2,2285.0,2384.94,2360.23,2342.94,2340.12,2430.84,2462.6800000000003,2443.09,2487.89,2832.12,2781.79,2887.67,3060.85,2725.69,2727.69,2829.96,2908.0499999999997,2860.4,2819.59,2800.33,3673.37,1004.0,125.0
EL5,17669.260000000002,17881.54,16884.67,16574.13,16344.51,17137.82,15047.31,15034.49,16797.98,19138.37,17630.77,16394.34,15731.18,15980.789999999999,18325.09,16829.5,19416.9,18916.13,18568.69,16976.5,17588.34,19799.36,20052.88,1004.0,125.0
EL51,6158.56,6158.25,5827.69,5788.65,5758.92,6054.37,5234.29,5185.86,5813.2300000000005,6548.74,5536.4,5574.63,5184.57,5117.67,5594.42,5156.83,6876.36,7320.93,6832.85,5791.18,6015.81,9029.52,9193.61,1004.0,125.0
EL52,9470.48,9558.22,9192.43,8933.06,8876.92,9186.81,7919.650000000001,7891.7699999999995,8587.8,10003.24,9267.07,8331.22,8315.5,8278.95,8795.3,7783.41,8864.79,8394.09,8721.01,8266.62,8557.37,8935.63,9156.87,1004.0,125.0
EL53,3417.57,3515.4100000000003,3291.9,3219.09,3108.47,3230.3199999999997,3240.16,3268.57,3460.56,3735.48,3931.7,3662.11,3463.0,3836.28,5073.51,4818.18,4723.34,4292.46,4107.68,4061.17,4108.92,2940.61,2836.94,1004.0,125.0
EL54,1634.54,1661.61,1584.7,1645.3799999999999,1612.21,1678.27,1665.18,1700.34,1948.42,1862.96,1907.6299999999999,1838.44,1780.1599999999999,1759.91,1874.0,2082.99,1964.3700000000001,1920.79,1919.23,1869.5,1918.3600000000001,1905.63,1877.43,1004.0,125.0
EL6,12263.75,12521.8,12376.59,12072.380000000001,12446.49,12323.62,11282.01,11277.48,13374.48,13549.84,12799.14,12964.539999999999,12498.44,14012.04,14341.11,15403.77,16903.32,16431.31,15170.61,14782.699999999999,14062.699999999999,12095.35,11694.390000000001,1004.0,125.0
EL61,6141.19,6298.92,6090.33,5991.1,6143.12,6258.33,5434.54,5434.7300000000005,6283.03,6571.43,6389.05,5740.09,5842.74,6742.66,6713.93,7432.26,7741.25,7899.41,7864.73,7762.74,7626.46,6357.57,6468.09,1004.0,125.0
EL62,1286.54,1303.65,1416.54,1316.65,1416.07,1283.73,1312.19,1297.61,1303.39,1310.79,1321.1000000000001,1333.93,1352.85,1334.35,1368.44,1342.24,1334.54,1339.16,1306.96,1310.22,1302.49,1220.79,1285.84,1004.0,125.0
EL63,3209.0,3157.32,3097.35,3199.34,3065.84,3106.9700000000003,3034.56,3047.7400000000002,3498.58,3414.28,2781.14,3423.34,3533.53,3669.76,3790.68,4415.72,5227.63,4688.38,3327.91,3114.2000000000003,3168.67,2782.33,2579.59,1004.0,125.0
EL64,3193.36,3267.21,3290.3,3168.43,3356.48,3296.17,3061.27,3091.59,3617.29,3542.11,3578.71,3559.68,3099.5499999999997,3443.28,3642.16,3491.67,3993.25,3904.61,4077.97,3988.08,3386.9900000000002,3247.23,3203.65,1004.0,125.0
EL65,2449.63,2510.6,2498.12,2412.87,2481.0,2394.4,2455.35,2421.79,2688.19,2727.2,2745.18,2923.66,2685.76,2838.05,2841.93,2737.93,2622.68,2615.7200000000003,2608.94,2623.66,2593.96,2503.39,2173.29,1004.0,125.0
ELZ,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,125.0
ELZZ,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,1004.0,125.0
ES,286631.97,258998.14,274307.61,266022.02,284668.27999999997,251717.47,258003.4,275551.52999999997,269734.85,229591.05000000002,215760.02,379665.59,217999.69,246032.51,223900.9,284964.26,308108.08999999997,264175.53,309927.59,280232.23,315228.15,308399.47,271162.19,136868.82,2491.56
ES1,7202.900000000001,7187.02,7617.959999999999,8026.2300000000005,4862.05,4925.129999999999,8089.97,918.0,946.0,964.0,26999.09,24801.36,22428.67,22951.15,24611.370000000003,18428.3,17620.23,14844.56,15517.89,15762.49,16071.73,16001.07,16353.2,1004.0,0.0
ES11,5350.56,5376.48,5763.58,6166.59,4148.08,4210.87,6126.62,918.0,946.0,964.0,23215.13,20921.920000000002,19568.58,20161.78,21741.86,15889.33,15214.51,12363.85,12791.92,12759.630000000001,13104.27,12996.66,13370.09,1004.0,0.0
ES12,2266.1,2241.3,2261.8,2212.0,1477.8,1478.8,2170.7,918.0,946.0,964.0,3649.23,3928.31,3067.6600000000003,2924.5299999999997,3032.88,2924.25,2789.33,2888.58,2966.1,2960.7400000000002,2958.5,2998.97,2938.0499999999997,1004.0,0.0
ES13,1422.45,1404.94,1429.38,1483.1399999999999,1071.15,1071.45,1629.05,918.0,946.0,964.0,1864.67,1997.15,1578.53,1520.86,1474.66,1622.74,1624.42,1600.16,1767.83,2050.13,2017.01,2013.46,2053.11,1004.0,0.0
ES2,24887.34,21832.0,22498.829999999998,23723.37,17576.42,12912.84,22108.91,918.0,946.0,964.0,33924.81,35282.49,34744.05,40417.86,33816.93,30573.79,34248.43,31643.16,31508.07,31561.28,33135.67,33266.88,29787.36,1004.0,0.0
ES21,2666.19,2550.69,2725.9500000000003,2472.71,1993.69,2082.02,2501.2,918.0,946.0,964.0,3758.17,3941.8,3754.79,3371.51,3471.11,2658.25,2835.86,2792.37,2680.2599999999998,2905.06,2854.15,2879.53,2564.61,1004.0,0.0
ES22,5717.35,5052.82,5087.7,5563.900000000001,4134.8,4204.75,5183.33,918.0,946.0,964.0,7076.63,7342.29,7309.93,7625.18,7678.65,6461.43,6878.45,6616.25,6557.5,6707.37,6709.91,6557.68,6156.7,1004.0,0.0
ES23,2881.2,2517.3,2674.4,2726.06,2104.73,2001.16,2581.59,918.0,946.0,964.0,3009.75,3269.13,3063.7999999999997,3263.75,3055.8,2638.24,2831.26,2577.08,2734.65,2688.15,2700.92,2602.35,2541.35,1004.0,0.0
ES24,16376.49,14561.16,14765.41,15714.6,12097.2,7378.900000000001,14596.78,918.0,946.0,964.0,22675.35,23798.38,23294.760000000002,28641.51,22068.52,21827.84,24714.89,22669.54,22547.66,22272.62,23882.68,24239.41,21536.89,1004.0,0.0
ES3,2867.96,2714.84,2815.06,2850.1,2064.68,1654.2,2574.29,918.0,946.0,964.0,3150.64,3417.68,3487.51,3828.25,3004.09,2925.23,2932.33,2606.58,3065.46,2939.38,3121.04,3061.12,3020.36,1004.0,0.0
ES30,2867.96,2714.84,2815.06,2850.1,2064.68,1654.2,2574.29,918.0,946.0,964.0,3150.64,3417.68,3487.51,3828.25,3004.09,2925.23,2932.33,2606.58,3065.46,2939.38,3121.04,3061.12,3020.36,1004.0,0.0
ES4,95388.65000000001,75659.86,85984.43,82029.83,61032.96,42685.72,75968.52,918.0,946.0,964.0,104561.02,114084.78,101029.52,118841.25,105877.91,85040.59999999999,95083.78,73401.35,93698.94,83201.13,96863.16,94333.35,84770.56,1004.0,0.0
ES41,53351.5,38837.77,45108.08,44185.94,36832.21,28547.81,41103.59,918.0,946.0,964.0,61836.81,66711.42,57546.26,68104.98,60874.78,48563.03,55711.97,37488.41,54093.77,46303.07,55769.6,54864.92,47285.36,1004.0,0.0
ES42,31759.12,26991.61,30949.23,28706.66,20238.56,11185.84,26432.64,918.0,946.0,964.0,31106.74,34756.97,31904.57,37326.0,31656.2,26932.739999999998,29546.66,26120.74,28466.9,26555.45,29997.010000000002,28393.27,27191.84,1004.0,0.0
ES43,12114.93,11665.88,11763.02,10973.33,5798.1900000000005,4788.18,10268.08,918.0,946.0,964.0,13347.59,14662.550000000001,13364.69,15066.36,14985.02,11552.81,11833.14,11800.23,13146.3,12350.64,13104.62,13083.25,12301.4,1004.0,0.0
ES5,12103.859999999999,11863.43,12712.32,12191.66,7467.87,5147.42,10580.79,918.0,946.0,964.0,17079.2,17379.6,19131.69,21198.76,19328.86,15483.83,16396.36,16132.82,17619.760000000002,16160.560000000001,17786.38,17788.4,15626.789999999999,1004.0,0.0
ES51,8779.45,8526.33,9450.14,8536.15,6382.25,4228.79,7472.49,918.0,946.0,964.0,12322.06,12440.3,14237.15,16257.66,14035.31,11795.08,12623.32,12339.0,13732.800000000001,12349.87,13929.550000000001,13988.1,11889.7,1004.0,0.0
ES52,3542.38,3540.08,3475.71,3558.44,1548.48,1466.16,3256.36,918.0,946.0,964.0,3749.88,4059.19,3839.6099999999997,3691.07,3718.04,3762.2799999999997,3734.63,3731.97,3778.77,3739.56,3761.61,3755.87,3688.34,1004.0,0.0
ES53,1618.03,1633.94,1622.37,1932.99,1373.15,1289.8700000000001,1687.83,918.0,946.0,964.0,2737.2799999999997,2926.16,2841.04,2906.0299999999997,3213.54,1934.4,2046.46,2069.87,2116.25,2079.21,2103.32,2052.39,2056.76,1004.0,0.0
ES6,28944.5,29197.26,29608.71,28582.64,17874.55,11351.439999999999,27686.71,918.0,946.0,964.0,30217.77,32496.69,29140.23,32618.579999999998,33755.58,27023.78,25080.02,26477.79,27472.23,25522.97,26445.63,24960.55,23715.45,1004.0,0.0
ES61,27019.89,27343.94,27740.44,26553.57,17327.690000000002,11042.68,25769.31,918.0,946.0,964.0,28334.64,30288.1,26944.170000000002,30581.629999999997,31753.91,25318.08,23352.65,24655.56,25764.65,23765.66,24632.51,23228.35,21917.24,1004.0,0.0
