lat,lon,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
55.25,4.75,284.4970181188851,284.12720011773513,285.65179628746534,285.55750980555456,284.9499665732696,284.33655227233317,284.98644677278037,285.301948903877,285.2378798155027,285.23237895074294,284.31971170300636,284.66778749840284,284.52874998288735,283.80484365302823,285.7333386857933,284.4227939498759,285.3052255505713,285.1506152286708,285.16722891263873,285.33408334322064,285.2600863447813,284.8561498338931,285.4966537618191,285.38661493319216
55.25,5.25,284.5386532221999,284.17165110935673,285.71449065876897,285.5693405008762,284.9775872631608,284.38037779620873,285.038995332807,285.37484128007264,285.3328080221871,285.2602483446353,284.33114196206924,284.6965226503176,284.55869728159684,283.8163239666235,285.827935334678,284.44043082834406,285.37515900513836,285.1659344824675,285.27442090756426,285.37282013224666,285.32159908686845,284.881685773903,285.5097084401924,285.44039360830715
55.25,5.75,284.61793974404026,284.25308355884016,285.80619526800706,285.59142866758543,285.01612825482806,284.4560257385824,285.10661815037236,285.49639051205645,285.4447768737223,285.31517884441627,284.36412333550857,284.7547049834349,284.6112414208528,283.83359178204404,285.96527071088275,284.4923574857623,285.4719162700332,285.1969451904297,285.37856314115436,285.4472332535503,285.416543407975,284.9298872903129,285.54323627792786,285.5165127192702
55.25,6.25,284.7293736823251,284.3474802748065,285.92602767231307,285.61499764986127,285.05581522433556,284.5410400105414,285.1744249290395,285.6415629164081,285.56430524309104,285.37756119487443,284.40819927465134,284.8309537228023,284.6849154178227,283.84081175616967,286.11879594749377,284.57459152079076,285.5890189197576,285.2303113135222,285.47174428779385,285.54803167325315,285.52457549193196,284.97586401823526,285.56738566461013,285.604967206438
55.25,6.75,284.82282364034205,284.386149754034,286.0221034254983,285.621120845046,285.0774658773547,284.5965852826555,285.2223416622554,285.7497316164391,285.6580114632009,285.4344057457469,284.43471634053736,284.8947314681294,284.75224774797385,283.8363770101672,286.2111921934324,284.65785302848457,285.69331673595394,285.2403118097894,285.5224308477384,285.6216510523145,285.6112954683393,285.0065403162876,285.5594774763161,285.65016930125586
55.25,7.25,284.88613135792383,284.38000074725284,286.10215573890184,285.6385108733846,285.08595461266066,284.61951624790083,285.27254906770224,285.8152770996094,285.7059965044539,285.5228739230432,284.45619258702357,284.9577886278384,284.8168648693049,283.8742841203636,286.24414347711013,284.739189789674,285.7811768433758,285.24863440968164,285.56246663031175,285.6707603953709,285.6860052090939,285.03465014306187,285.54617594781325,285.6651280483353
55.25,7.75,284.93709770986965,284.39627160758613,286.21250074154864,285.7019860098295,285.0858714736511,284.6250437798901,285.3400167304779,285.88503500679946,285.7356069689599,285.65517261540776,284.51530656190675,285.0477695643345,284.9196566287602,284.0112946412274,286.3010868535978,284.8481656368648,285.8996971344279,285.2951735737168,285.7068658276139,285.80074374475214,285.8126986494688,285.12660973094336,285.5903840822594,285.73815875187097
55.25,8.25,285.0383108263818,284.46336464569947,286.34937179422826,285.858248844325,285.1612283581885,284.7239906097127,285.47170877902306,286.0200777142961,285.77420928099446,285.83390137859595,284.67664244464623,285.24390261641173,285.0891337171893,284.24782826076046,286.4200128573124,284.96082526946736,286.0649605153877,285.35737952116494,286.0831298828125,286.0181354273145,285.94595707688376,285.3300945246331,285.6588538339205,285.89328416485654
55.25,8.75,285.07631219881716,284.39553390930746,286.3115053266008,285.9168371753158,285.19842258346415,284.8038695148218,285.54296475704587,286.0618642646576,285.6349570015881,285.88380931248173,284.80841549311845,285.45178636212216,285.14267110378944,284.3317310654114,286.3768175071645,284.8868194294867,286.0302136857933,285.3049819803684,286.3635724504417,286.003161136235,285.7743975202614,285.32930548837254,285.52526413391683,285.8723777699693
55.25,9.25,285.0633553478205,284.3264585120656,286.22691929897417,285.88138402065385,285.16794079932095,284.8151695750584,285.5564104597145,286.0103521614431,285.462864385587,285.84971832560603,284.8719704886463,285.5885811208565,285.11610498160957,284.3515816091377,286.29783644631647,284.8246117707725,285.9090286682699,285.2784801732714,286.44564477082724,285.876858862761,285.6107959212544,285.25527697411655,285.44137530460534,285.79154112628686
